cpu_link,name,html
https://laptopmedia.com/processor/amd-ryzen-9-7945hx/,AMD Ryzen 9 7945HX,
https://laptopmedia.com/processor/amd-ryzen-9-7940hx/,AMD Ryzen 9 7940HX,
https://laptopmedia.com/processor/amd-ryzen-9-7945hx3d/,AMD Ryzen 9 7945HX3D,
https://laptopmedia.com/processor/intel-core-i9-13980hx/,Intel Core i9-13980HX,
https://laptopmedia.com/processor/intel-core-i9-14900hx/,Intel Core i9-14900HX,
https://laptopmedia.com/processor/intel-core-i9-13950hx/,Intel Core i9-13950HX,
https://laptopmedia.com/processor/intel-core-i9-13900hx/,Intel Core i9-13900HX,
https://laptopmedia.com/processor/amd-ryzen-9-7845hx/,AMD Ryzen 9 7845HX,
https://laptopmedia.com/processor/intel-core-i7-14700hx/,Intel Core i7-14700HX,
https://laptopmedia.com/processor/intel-core-i7-13850hx/,Intel Core i7-13850HX,
https://laptopmedia.com/processor/intel-core-i7-14650hx/,Intel Core i7-14650HX,
https://laptopmedia.com/processor/apple-m3-max-16-core-cpu/,Apple M3 Max (16-core CPU),
https://laptopmedia.com/processor/apple-m3-max-14-core-cpu/,Apple M3 Max (14-core CPU),
https://laptopmedia.com/processor/intel-core-i7-13700hx/,Intel Core i7-13700HX,
https://laptopmedia.com/processor/intel-core-i5-13600hx/,Intel Core i5-13600HX,
https://laptopmedia.com/processor/amd-ryzen-ai-9-hx-370/,AMD Ryzen AI 9 HX 370,
https://laptopmedia.com/processor/intel-core-i7-13650hx/,Intel Core i7-13650HX,
https://laptopmedia.com/processor/intel-core-i9-13900hk/,Intel Core i9-13900HK,
https://laptopmedia.com/processor/intel-core-ultra-9-185h/,Intel Core Ultra 9 185H,
https://laptopmedia.com/processor/intel-core-i9-12900hx/,Intel Core i9-12900HX,
https://laptopmedia.com/processor/intel-core-i7-12850hx/,Intel Core i7-12850HX,
https://laptopmedia.com/processor/intel-core-i7-13705h/,Intel Core i7-13705H,
https://laptopmedia.com/processor/intel-core-i7-12800hx/,Intel Core i7-12800HX,
https://laptopmedia.com/processor/intel-core-i9-13900h/,Intel Core i9-13900H,
https://laptopmedia.com/processor/intel-core-i9-12950hx/,Intel Core i9-12950HX,
https://laptopmedia.com/processor/amd-ryzen-7-7745hx/,AMD Ryzen 7 7745HX,
https://laptopmedia.com/processor/intel-core-i5-14500hx/,Intel Core i5-14500HX,
https://laptopmedia.com/processor/intel-core-i9-13905h/,Intel Core i9-13905H,
https://laptopmedia.com/processor/intel-core-i7-13800h/,Intel Core i7-13800H,
https://laptopmedia.com/processor/intel-core-i5-13500hx/,Intel Core i5-13500HX,
https://laptopmedia.com/processor/amd-ryzen-9-8945hs/,AMD Ryzen 9 8945HS,
https://laptopmedia.com/processor/amd-ryzen-7-7840hs/,AMD Ryzen 7 7840HS,
https://laptopmedia.com/processor/amd-ryzen-9-7940hs/,AMD Ryzen 9 7940HS,
https://laptopmedia.com/processor/intel-core-i9-12900hk/,Intel Core i9-12900HK,
https://laptopmedia.com/processor/amd-ryzen-7-8845hs/,AMD Ryzen 7 8845HS,
https://laptopmedia.com/processor/intel-core-i7-13700h/,Intel Core i7-13700H,
https://laptopmedia.com/processor/amd-ryzen-9-pro-7940hs/,AMD Ryzen 9 PRO 7940HS,
https://laptopmedia.com/processor/intel-core-i9-12900h/,Intel Core i9-12900H,
https://laptopmedia.com/processor/intel-core-ultra-7-165h/,Intel Core Ultra 7 165H,
https://laptopmedia.com/processor/intel-core-i5-13450hx/,Intel Core i5-13450HX,
https://laptopmedia.com/processor/amd-ryzen-7-pro-7840hs/,AMD Ryzen 7 PRO 7840HS,
https://laptopmedia.com/processor/amd-ryzen-7-8840hs/,AMD Ryzen 7 8840HS,
https://laptopmedia.com/processor/intel-core-ultra-7-155h/,Intel Core Ultra 7 155H,
https://laptopmedia.com/processor/intel-core-i7-12700h/,Intel Core i7-12700H,
https://laptopmedia.com/processor/core-i7-12800h/,Intel Core i7-12800H,
https://laptopmedia.com/processor/apple-m3-pro-12-core-cpu/,Apple M3 Pro (12-core CPU),
https://laptopmedia.com/processor/intel-core-i5-14450hx/,Intel Core i5-14450HX,
https://laptopmedia.com/processor/intel-core-i7-13620h/,Intel Core i7-13620H,
https://laptopmedia.com/processor/intel-core-i5-13600h/,Intel Core i5-13600H,
https://laptopmedia.com/processor/intel-core-i5-13500h/,Intel Core i5-13500H,
https://laptopmedia.com/processor/intel-core-ultra-5-135h/,Intel Core Ultra 5 135H,
https://laptopmedia.com/processor/intel-core-ultra-5-125h/,Intel Core Ultra 5 125H,
https://laptopmedia.com/processor/apple-m2-max/,Apple M2 Max,
https://laptopmedia.com/processor/apple-m2-pro-12-core-cpu/,Apple M2 Pro (12-core CPU),
https://laptopmedia.com/processor/amd-ryzen-9-6980hs/,AMD Ryzen 9 6980HS,
https://laptopmedia.com/processor/amd-ryzen-ai-9-365/,AMD Ryzen AI 9 365,
https://laptopmedia.com/processor/amd-ryzen-9-6980hx/,AMD Ryzen 9 6980HX,
https://laptopmedia.com/processor/amd-ryzen-9-pro-6950h/,AMD Ryzen 9 PRO 6950H,
https://laptopmedia.com/processor/amd-ryzen-9-6900hs/,AMD�E�� Ryzen 9 6900HS,
https://laptopmedia.com/processor/amd-ryzen-z1-extreme/,AMD Ryzen Z1 Extreme,
https://laptopmedia.com/processor/amd-ryzen-7-6800h/,AMD Ryzen 7 6800H,
https://laptopmedia.com/processor/amd-ryzen-9-6900hx/,AMD�E��Ryzen 9 6900HX,
https://laptopmedia.com/processor/amd-ryzen-7-7735hs/,AMD Ryzen 7 7735HS,
https://laptopmedia.com/processor/amd-ryzen-5-7645hx/,AMD Ryzen 5 7645HX,
https://laptopmedia.com/processor/intel-core-i9-11980hk/,Intel Core i9-11980HK,
https://laptopmedia.com/processor/intel-core-i5-12600h/,Intel Core i5-12600H,
https://laptopmedia.com/processor/amd-ryzen-7-6800hs/,AMD Ryzen 7 6800HS,
https://laptopmedia.com/processor/amd-ryzen-9-5980hx/,AMD Ryzen 9 5980HX,
https://laptopmedia.com/processor/apple-m3-pro-11-core-cpu/,Apple M3 Pro (11-core CPU),
https://laptopmedia.com/processor/amd-ryzen-9-5900hs/,AMD Ryzen 9 5900HS,
https://laptopmedia.com/processor/intel-core-i7-12650h/,Intel Core i7-12650H,
https://laptopmedia.com/processor/intel-core-i7-1280p/,Intel Core i7-1280P,
https://laptopmedia.com/processor/amd-ryzen-7-pro-6850h/,AMD Ryzen 7 PRO 6850H,
https://laptopmedia.com/processor/intel-core-i7-1370p/,Intel Core i7-1370P,
https://laptopmedia.com/processor/amd-ryzen-5-7640hs/,AMD Ryzen 5 7640HS,
https://laptopmedia.com/processor/amd-ryzen-7-8840u/,AMD Ryzen 7 8840U,
https://laptopmedia.com/processor/amd-ryzen-7-7736u/,AMD Ryzen 7 7736U�E��E,
https://laptopmedia.com/processor/amd-ryzen-7-pro-7840u/,AMD Ryzen 7 PRO 7840U,
https://laptopmedia.com/processor/amd-ryzen-9-5980hs/,AMD Ryzen 9 5980HS,
https://laptopmedia.com/processor/amd-ryzen-9-5900hx/,AMD Ryzen 9 5900HX,
https://laptopmedia.com/processor/amd-ryzen-5-8645hs/,AMD Ryzen 5 8645HS,
https://laptopmedia.com/processor/amd-ryzen-7-5800h/,AMD Ryzen 7 5800H,
https://laptopmedia.com/processor/amd-ryzen-7-7735u/,AMD Ryzen 7 7735U,
https://laptopmedia.com/processor/intel-core-i5-13420h/,Intel Core i5-13420H,
https://laptopmedia.com/processor/apple-m1-max/,Apple M1 Max,
https://laptopmedia.com/processor/apple-m1-pro-10-core/,Apple M1 Pro (10-core),
https://laptopmedia.com/processor/intel-core-i7-11800h/,Intel Core i7-11800H,
https://laptopmedia.com/processor/amd-ryzen-5-8640hs/,AMD Ryzen 5 8640HS,
https://laptopmedia.com/processor/amd-ryzen-7-7840u/,AMD Ryzen 7 7840U,
https://laptopmedia.com/processor/intel-core-i5-12500h/,Intel Core i5-12500H,
https://laptopmedia.com/processor/intel-core-i9-11900h/,Intel Core i9-11900H,
https://laptopmedia.com/processor/core-i7-11850h/,Intel Core i7-11850H,
https://laptopmedia.com/processor/intel-core-i9-11950h/,Intel Core i9-11950H,
https://laptopmedia.com/processor/amd-ryzen-7-5800hs/,AMD Ryzen 7 5800HS,
https://laptopmedia.com/processor/amd-ryzen-7-pro-6860z/,AMD Ryzen 7 PRO 6860Z,
https://laptopmedia.com/processor/apple-m2-pro-10-core-cpu/,Apple M2 Pro (10-core CPU),
https://laptopmedia.com/processor/intel-core-i7-1360p/,Intel Core i7-1360P,
https://laptopmedia.com/processor/amd-ryzen-9-4900h/,AMD Ryzen 9 4900H,
https://laptopmedia.com/processor/amd-ryzen-7-pro-5875u/,AMD Ryzen 7 PRO 5875U,
https://laptopmedia.com/processor/amd-ryzen-9-pro-6950hs/,AMD Ryzen 9 PRO 6950HS,
https://laptopmedia.com/processor/amd-ryzen-5-pro-7640hs/,AMD Ryzen 5 PRO 7640HS,
https://laptopmedia.com/processor/amd-ryzen-5-8640u/,AMD Ryzen 5 8640U,
https://laptopmedia.com/processor/intel-core-i5-1340p/,Intel Core i5-1340P,
https://laptopmedia.com/processor/intel-core-i5-1350p/,Intel Core i5-1350P,
https://laptopmedia.com/processor/amd-ryzen-9-4900hs/,AMD Ryzen 9 4900HS,
https://laptopmedia.com/processor/intel-core-i5-12450hx/,Intel Core i5-12450HX,
https://laptopmedia.com/processor/qualcomm-snapdragon-x-elite-x1e-78-100/,Qualcomm Snapdragon X Elite X1E-78-100,
https://laptopmedia.com/processor/intel-core-ultra-7-165u/,Intel Core Ultra 7 165U,
https://laptopmedia.com/processor/intel-xeon-w-11955m/,Intel Xeon W-11955M,
https://laptopmedia.com/processor/intel-core-i5-12450h/,Intel Core i5-12450H,
https://laptopmedia.com/processor/amd-ryzen-7-6800u/,AMD Ryzen 7 6800U,
https://laptopmedia.com/processor/amd-ryzen-5-7640u/,AMD Ryzen 5 7640U,
https://laptopmedia.com/processor/intel-core-i9-10980hk/,Intel Core i9-10980HK,
https://laptopmedia.com/processor/intel-core-i7-11600h/,Intel Core i7-11600H,
https://laptopmedia.com/processor/intel-core-ultra-5-135u/,Intel Core Ultra 5 135U,
https://laptopmedia.com/processor/amd-ryzen-7-5825u/,AMD Ryzen 7 5825U,
https://laptopmedia.com/processor/intel-xeon-w-11855m/,Intel Xeon W-11855M,
https://laptopmedia.com/processor/amd-ryzen-7-7730u/,AMD Ryzen 7 7730U,
https://laptopmedia.com/processor/amd-ryzen-7-pro-6850u/,AMD Ryzen 7 PRO 6850U,
https://laptopmedia.com/processor/intel-core-ultra-7-155u/,Intel Core Ultra 7 155U,
https://laptopmedia.com/processor/amd-ryzen-5-6600h/,AMD Ryzen 5 6600H,
https://laptopmedia.com/processor/qualcomm-snapdragon-x-elite-x1e-80-100/,Qualcomm Snapdragon X Elite X1E-80-100,
https://laptopmedia.com/processor/intel-core-ultra-5-125u/,Intel Core Ultra 5 125U,
https://laptopmedia.com/processor/apple-m3-8-core-cpu/,Apple M3 (8-core CPU),
https://laptopmedia.com/processor/amd-ryzen-5-7535hs/,AMD Ryzen 5 7535HS,
https://laptopmedia.com/processor/amd-ryzen-7-pro-7730u/,AMD Ryzen 7 PRO 7730U,
https://laptopmedia.com/processor/amd-ryzen-7-4800u/,AMD Ryzen 7 4800U,
https://laptopmedia.com/processor/intel-core-i7-1260p/,Intel Core i7-1260P,
https://laptopmedia.com/processor/amd-ryzen-5-7535u/,AMD Ryzen 5 7535U,
https://laptopmedia.com/processor/amd-ryzen-5-8540u/,AMD Ryzen 5 8540U,
https://laptopmedia.com/processor/amd-ryzen-5-7540u/,AMD Ryzen 5 7540U,
https://laptopmedia.com/processor/amd-ryzen-5-6600u/,AMD Ryzen 5 6600U,
https://laptopmedia.com/processor/amd-ryzen-5-6600hs/,AMD Ryzen 5 6600HS,
https://laptopmedia.com/processor/amd-ryzen-3-7535u/,AMD Ryzen 3 7335U,
https://laptopmedia.com/processor/amd-ryzen-7-5800u/,AMD Ryzen 7 5800U,
https://laptopmedia.com/processor/intel-core-i5-1240p/,Intel Core i5-1240P,
https://laptopmedia.com/processor/amd-ryzen-7-5850u/,AMD Ryzen 7 5850U,
https://laptopmedia.com/processor/intel-core-i7-1365u/,Intel Core i7-1365U,
https://laptopmedia.com/processor/intel-core-7-150u/,Intel Core 7 150U,
https://laptopmedia.com/processor/amd-ryzen-5-5600h/,AMD Ryzen 5 5600H,
https://laptopmedia.com/processor/amd-ryzen-5-5600hs/,AMD Ryzen 5 5600HS,
https://laptopmedia.com/processor/intel-core-i9-10885h/,Intel Core i9-10885H,
https://laptopmedia.com/processor/intel-core-i7-1270p/,Intel Core i7-1270P,
https://laptopmedia.com/processor/amd-ryzen-5-pro-7530u/,AMD Ryzen 5 PRO 7530U,
https://laptopmedia.com/processor/apple-m1-pro-8-core/,Apple M1 Pro (8-core),
https://laptopmedia.com/processor/amd-ryzen-7-4980u/,AMD Ryzen 7 4980U,
https://laptopmedia.com/processor/intel-core-i7-1355u/,Intel Core i7-1355U,
https://laptopmedia.com/processor/intel-core-i5-11260h/,Intel Core i5-11260H,
https://laptopmedia.com/processor/intel-core-i5-1345u/,Intel Core i5-1345U,
https://laptopmedia.com/processor/amd-ryzen-3-8440u/,AMD Ryzen 3 8440U,
https://laptopmedia.com/processor/amd-ryzen-7-5700u/,AMD Ryzen 7 5700U,
https://laptopmedia.com/processor/intel-core-i5-11500h/,Intel Core i5-11500H,
https://laptopmedia.com/processor/intel-core-i3-1220p/,Intel Core i3-1220P,
https://laptopmedia.com/processor/amd-ryzen-5-4600hs/,AMD Ryzen 5 4600HS,
https://laptopmedia.com/processor/amd-ryzen-5-pro-6650u/,AMD Ryzen 5 PRO 6650U,
https://laptopmedia.com/processor/apple-m2-10-core-gpu/,Apple M2 (10-core CPU),
https://laptopmedia.com/processor/intel-core-i7-10870h/,Intel Core i7-10870H,
https://laptopmedia.com/processor/intel-core-i5-11400h/,Intel Core i5-11400H,
https://laptopmedia.com/processor/amd-ryzen-5-4600h/,AMD Ryzen 5 4600H,
https://laptopmedia.com/processor/amd-ryzen-5-7530u/,AMD Ryzen 5 7530U,
https://laptopmedia.com/processor/apple-m2-8-core-gpu/,Apple M2 (8-core CPU),
https://laptopmedia.com/processor/intel-core-5-120u/,Intel Core 5 120U,
https://laptopmedia.com/processor/intel-core-i5-1335u/,Intel Core i5-1335U,
https://laptopmedia.com/processor/intel-core-i5-10500h/,Intel Core i5-10500H,
https://laptopmedia.com/processor/intel-core-i5-10400h/,Intel Core i5-10400H,
https://laptopmedia.com/processor/intel-core-i5-1245u/,Intel Core i5-1245U,
https://laptopmedia.com/processor/intel-core-i7-1265u/,Intel Core i7-1265U,
https://laptopmedia.com/processor/amd-ryzen-7-pro-4750u/,AMD Ryzen 7 PRO 4750U,
https://laptopmedia.com/processor/amd-ryzen-5-4600u-2/,AMD Ryzen 5 4600U,
https://laptopmedia.com/processor/amd-ryzen-5-5625u/,AMD Ryzen 5 5625U,
https://laptopmedia.com/processor/intel-core-i5-1240u/,Intel Core i5-1240U,
https://laptopmedia.com/processor/intel-core-i7-1255u/,Intel Core i7-1255U,
https://laptopmedia.com/processor/intel-core-i5-1235u/,Intel Core i5-1235U,
https://laptopmedia.com/processor/apple-m1/,Apple M1,
https://laptopmedia.com/processor/amd-ryzen-5-5600u/,AMD Ryzen 5 5600U,
https://laptopmedia.com/processor/intel-core-i7-1260u/,Intel Core i7-1260U,
https://laptopmedia.com/processor/intel-core-i5-1250p/,Intel Core i5-1250P,
https://laptopmedia.com/processor/intel-core-i7-10750h/,Intel Core i7-10750H,
https://laptopmedia.com/processor/amd-ryzen-7-4700u/,AMD Ryzen 7 4700U,
https://laptopmedia.com/processor/amd-ryzen-5-4680u/,AMD Ryzen 5 4680U,
https://laptopmedia.com/processor/amd-ryzen-5-5500u/,AMD Ryzen 5 5500U,
https://laptopmedia.com/processor/amd-ryzen-5-pro-5675u/,AMD Ryzen 5 PRO 5675U,
https://laptopmedia.com/processor/intel-xeon-w-10885m/,Intel Xeon W-10885M,
https://laptopmedia.com/processor/intel-core-i7-1250u/,Intel Core i7-1250U,
https://laptopmedia.com/processor/amd-ryzen-5-5650u/,AMD Ryzen 5 5650U,
https://laptopmedia.com/processor/intel-core-i7-11370h/,Intel Core i7-11370H,
https://laptopmedia.com/processor/intel-core-i7-11375h/,Intel Core i7-11375H,
https://laptopmedia.com/processor/amd-ryzen-5-pro-4650u/,AMD Ryzen 5 PRO 4650U,
https://laptopmedia.com/processor/intel-core-3-100u/,Intel Core 3 100U,
https://laptopmedia.com/processor/amd-ryzen-3-7330u/,AMD Ryzen 3 7330U,
https://laptopmedia.com/processor/intel-core-i5-11300h/,Intel Core i5-11300H,
https://laptopmedia.com/processor/intel-core-i5-11320h/,Intel Core i5-11320H,
https://laptopmedia.com/processor/amd-ryzen-3-5425u/,AMD Ryzen 3 5425U,
https://laptopmedia.com/processor/intel-core-i7-11390h/,Intel Core i7-11390H,
https://laptopmedia.com/processor/intel-core-i5-1155g7/,Intel Core i5-1155G7,
https://laptopmedia.com/processor/intel-core-i7-1185g7/,Intel Core i7-1185G7,
https://laptopmedia.com/processor/intel-core-i7-1195g7/,Intel Core i7-1195G7,
https://laptopmedia.com/processor/intel-pentium-8505/,Intel Pentium 8505,
https://laptopmedia.com/processor/intel-core-i5-10200h/,Intel Core i5-10200H,
https://laptopmedia.com/processor/amd-ryzen-5-7520u/,AMD Ryzen 5 7520U,
https://laptopmedia.com/processor/amd-ryzen-3-5300u/,AMD Ryzen 3 5300U,
https://laptopmedia.com/processor/intel-core-i3-1315u/,Intel Core i3-1315U,
https://laptopmedia.com/processor/intel-core-i3-1215u/,Intel Core i3-1215U,
https://laptopmedia.com/processor/amd-ryzen-5-7520c/,AMD Ryzen 5 7520C,
https://laptopmedia.com/processor/intel-core-i7-1165g7/,Intel Core i7-1165G7,
https://laptopmedia.com/processor/intel-core-i3-1125g4/,Intel Core i3-1125G4,
https://laptopmedia.com/processor/intel-core-i5-1135g7/,Intel Core i5-1135G7,
https://laptopmedia.com/processor/intel-core-i5-1230u/,Intel Core i5-1230U,
https://laptopmedia.com/processor/amd-ryzen-3-7320u/,AMD Ryzen 3 7320U,
https://laptopmedia.com/processor/intel-core-i5-1145g7/,Intel Core i5-1145G7,
https://laptopmedia.com/processor/intel-core-i7-10810u/,Intel Core i7-10810U,
https://laptopmedia.com/processor/intel-core-i5-10300h/,Intel Core i5-10300H,
https://laptopmedia.com/processor/intel-core-i3-n305/,Intel Core i3-N305,
https://laptopmedia.com/processor/amd-ryzen-3-7320c/,AMD Ryzen 3 7320C,
https://laptopmedia.com/processor/valve-steam-deck-amd-custom-apu-0405/,Valve Steam Deck (AMD Custom APU 0405),
https://laptopmedia.com/processor/intel-core-i3-1305u/,Intel Core i3-1305U,
https://laptopmedia.com/processor/intel-core-i7-1160g7/,Intel Core i7-1160G7,
https://laptopmedia.com/processor/intel-u300/,Intel Processor U300,
https://laptopmedia.com/processor/intel-core-i7-1180g7/,Intel Core i7-1180G7,
https://laptopmedia.com/processor/snapdragon-8cx-gen-3/,Snapdragon 8cx Gen 3,
https://laptopmedia.com/processor/amd-ryzen-3-4300u/,AMD Ryzen 3 4300U,
https://laptopmedia.com/processor/intel-core-i5-1035g1/,Intel Core i5-1035G1,
https://laptopmedia.com/processor/intel-core-i5-1130g7/,Intel Core i5-1130G7,
https://laptopmedia.com/processor/intel-core-i3-1115g4/,Intel Core i3-1115G4,
https://laptopmedia.com/processor/amd-ryzen-5-3450u/,AMD Ryzen 5 3450U,
https://laptopmedia.com/processor/intel-processor-n95/,Intel Processor N95,
https://laptopmedia.com/processor/intel-core-i5-1140g7/,Intel Core i5-1140G7,
https://laptopmedia.com/processor/intel-pentium-gold-7505/,Intel Pentium Gold 7505,
https://laptopmedia.com/processor/intel-core-i3-n300/,Intel Core i3-N300,
https://laptopmedia.com/processor/amd-athlon-gold-7220u/,AMD Athlon Gold 7220U,
https://laptopmedia.com/processor/intel-processor-n100/,Intel Processor N100,
https://laptopmedia.com/processor/intel-celeron-n5095a/,Intel Celeron N5095A,
https://laptopmedia.com/processor/intel-celeron-n5095/,Intel Celeron N5095,
https://laptopmedia.com/processor/intel-core-i5-10210u/,Intel Core i5-10210U,
https://laptopmedia.com/processor/intel-celeron-n5105/,Intel Celeron N5105,
https://laptopmedia.com/processor/amd-ryzen-3-pro-4450u/,AMD Ryzen 3 PRO 4450U,
https://laptopmedia.com/processor/intel-core-i3-1005-g1/,Intel Core i3-1005G1,
https://laptopmedia.com/processor/intel-core-i3-1110g4/,Intel Core i3-1110G4,
https://laptopmedia.com/processor/amd-ryzen-3-3250u/,AMD Ryzen 3 3250U,
https://laptopmedia.com/processor/intel-core-i5-l16g7/,Intel Core i5-L16G7,
https://laptopmedia.com/processor/intel-pentium-silver-n6000/,Intel Pentium Silver N6000,
https://laptopmedia.com/processor/intel-celeron-j4125/,Intel Celeron J4125,
https://laptopmedia.com/processor/intel-pentium-silver-n5030/,Intel Pentium Silver N5030,
https://laptopmedia.com/processor/intel-celeron-7305/,Intel Celeron 7305,
https://laptopmedia.com/processor/intel-processor-n200/,Intel Processor N200,
https://laptopmedia.com/processor/intel-celeron-n4120/,Intel Celeron N4120,
https://laptopmedia.com/processor/amd-athlon-silver-3050e/,AMD Athlon Silver 3050e,
https://laptopmedia.com/processor/intel-celeron-6305/,Intel Celeron 6305,
https://laptopmedia.com/processor/qualcomm-snapdragon-7c-gen-2/,Qualcomm Snapdragon 7c Gen 2,
https://laptopmedia.com/processor/intel-celeron-n4500/,Intel Celeron N4500,
https://laptopmedia.com/processor/amd-3020e/,AMD 3020e,
https://laptopmedia.com/processor/amd-athlon-silver-3050u-2/,AMD Athlon Silver 3050U,
https://laptopmedia.com/processor/intel-celeron-n4020/,Intel Celeron N4020,
https://laptopmedia.com/processor/intel-celeron-n5100/,Intel Celeron N5100,
https://laptopmedia.com/processor/intel-celeron-n3350/,Intel Celeron N3350,
https://laptopmedia.com/processor/amd-a4-9120e/,AMD A4-9120e,
